filename,page,code,status,confidence,x,y,w,h,padded_x,padded_y,padded_w,padded_h,timestamp,retries,warnings
page2_unknown_167.png,2,,ok,100.0,272,6053,601,925,272,6053,601,925,1970-01-01T00:00:00Z,0,[]
page2_unknown_168.png,2,,ok,100.0,3171,6140,694,739,3171,6140,694,739,1970-01-01T00:00:00Z,0,[]
page2_unknown_188.png,2,,warning,70.0,2420,7667,617,805,2420,7667,617,805,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_186.png,2,,ok,100.0,1367,7687,578,765,1367,7687,578,765,1970-01-01T00:00:00Z,0,[]
page2_unknown_196.png,2,,ok,100.0,3567,8489,578,765,3567,8489,578,765,1970-01-01T00:00:00Z,0,[]
page2_unknown_187.png,2,,ok,100.0,1925,7687,577,765,1925,7687,577,765,1970-01-01T00:00:00Z,0,[]
page2_unknown_150.png,2,,warning,70.0,1012,4734,694,587,1012,4734,694,587,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_178.png,2,,ok,100.0,2427,6302,796,496,2427,6302,796,496,1970-01-01T00:00:00Z,0,[]
page2_unknown_184.png,2,,ok,100.0,4772,7005,741,509,4772,7005,741,509,1970-01-01T00:00:00Z,0,[]
page2_unknown_189.png,2,,warning,70.0,3719,7734,496,739,3719,7734,496,739,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_144.png,2,,warning,70.0,290,4664,495,735,290,4664,495,735,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_201.png,2,,warning,70.0,2975,8655,617,586,2975,8655,617,586,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_153.png,2,,ok,100.0,5954,5411,445,805,5954,5411,445,805,1970-01-01T00:00:00Z,0,[]
page2_unknown_154.png,2,,ok,100.0,5489,5412,445,804,5489,5412,445,804,1970-01-01T00:00:00Z,0,[]
page2_unknown_143.png,2,,ok,100.0,5926,4679,498,673,5926,4679,498,673,1970-01-01T00:00:00Z,0,[]
page2_unknown_152.png,2,,warning,70.0,1575,4764,616,522,1575,4764,616,522,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_179.png,2,,warning,70.0,296,6884,403,791,296,6884,403,791,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_169.png,2,,ok,100.0,837,6145,424,715,837,6145,424,715,1970-01-01T00:00:00Z,0,[]
page2_unknown_170.png,2,,ok,100.0,1216,6145,424,715,1216,6145,424,715,1970-01-01T00:00:00Z,0,[]
page2_unknown_172.png,2,,warning,70.0,2036,6145,424,715,2036,6145,424,715,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_145.png,2,,warning,70.0,4655,4672,408,735,4655,4672,408,735,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_155.png,2,,ok,100.0,330,5467,442,675,330,5467,442,675,1970-01-01T00:00:00Z,0,[]
page2_unknown_146.png,2,,warning,70.0,691,4695,434,668,691,4695,434,668,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_171.png,2,,ok,100.0,1660,6155,404,695,1660,6155,404,695,1970-01-01T00:00:00Z,0,[]
page2_unknown_180.png,2,,ok,100.0,2411,6909,364,751,2411,6909,364,751,1970-01-01T00:00:00Z,0,[]
page2_unknown_181.png,2,,warning,70.0,1457,6923,349,738,1457,6923,349,738,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_182.png,2,,warning,70.0,1697,6923,349,738,1697,6923,349,738,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_199.png,2,,ok,100.0,2158,8512,381,675,2158,8512,381,675,1970-01-01T00:00:00Z,0,[]
page2_unknown_198.png,2,,warning,70.0,1810,8512,381,675,1810,8512,381,675,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_147.png,2,,warning,70.0,3430,4696,377,668,3430,4696,377,668,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_125.png,2,,ok,100.0,1850,3984,461,489,1850,3984,461,489,1970-01-01T00:00:00Z,0,[]
page2_unknown_174.png,2,,ok,100.0,5047,6189,341,635,5047,6189,341,635,1970-01-01T00:00:00Z,0,[]
page2_unknown_175.png,2,,ok,100.0,5383,6189,341,635,5383,6189,341,635,1970-01-01T00:00:00Z,0,[]
page2_unknown_177.png,2,,ok,100.0,6041,6189,341,635,6041,6189,341,635,1970-01-01T00:00:00Z,0,[]
page2_unknown_197.png,2,,ok,100.0,1485,8532,341,635,1485,8532,341,635,1970-01-01T00:00:00Z,0,[]
page2_unknown_200.png,2,,ok,100.0,2527,8532,341,635,2527,8532,341,635,1970-01-01T00:00:00Z,0,[]
page2_unknown_183.png,2,,ok,100.0,2063,6943,310,698,2063,6943,310,698,1970-01-01T00:00:00Z,0,[]
page2_unknown_173.png,2,,ok,100.0,4706,6189,340,635,4706,6189,340,635,1970-01-01T00:00:00Z,0,[]
page2_unknown_176.png,2,,ok,100.0,5713,6189,340,635,5713,6189,340,635,1970-01-01T00:00:00Z,0,[]
page2_unknown_017.png,2,,warning,70.0,1813,1268,456,430,1813,1268,456,430,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_018.png,2,,warning,70.0,2196,1268,456,430,2196,1268,456,430,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_032.png,2,,warning,70.0,3345,1722,456,430,3345,1722,456,430,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_191.png,2,,ok,100.0,5252,7786,312,628,5252,7786,312,628,1970-01-01T00:00:00Z,0,[]
page2_unknown_001.png,2,,warning,70.0,281,814,455,430,281,814,455,430,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_002.png,2,,warning,70.0,664,814,455,430,664,814,455,430,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_019.png,2,,warning,70.0,2580,1268,455,430,2580,1268,455,430,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_040.png,2,,warning,70.0,2964,1724,455,428,2964,1724,455,428,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page2_unknown_131.png,2,,ok,100.0,2285,4078,474,382,2285,4078,474,382,1970-01-01T00:00:00Z,0,[]
page2_unknown_132.png,2,,ok,100.0,6000,4080,473,382,6000,4080,473,382,1970-01-01T00:00:00Z,0,[]
page2_unknown_023.png,2,,ok,100.0,4138,1288,416,390,4138,1288,416,390,1970-01-01T00:00:00Z,0,[]
page2_unknown_025.png,2,,ok,100.0,4905,1288,416,390,4905,1288,416,390,1970-01-01T00:00:00Z,0,[]
page2_unknown_069.png,2,,ok,100.0,5281,2651,416,390,5281,2651,416,390,1970-01-01T00:00:00Z,0,[]
page2_unknown_070.png,2,,ok,100.0,5664,2651,416,390,5664,2651,416,390,1970-01-01T00:00:00Z,0,[]
page2_unknown_079.png,2,,ok,100.0,2216,3105,416,390,2216,3105,416,390,1970-01-01T00:00:00Z,0,[]
page2_unknown_003.png,2,,ok,100.0,1068,834,415,390,1068,834,415,390,1970-01-01T00:00:00Z,0,[]
page2_unknown_004.png,2,,ok,100.0,1450,834,415,390,1450,834,415,390,1970-01-01T00:00:00Z,0,[]
page2_unknown_006.png,2,,ok,100.0,2217,834,415,390,2217,834,415,390,1970-01-01T00:00:00Z,0,[]
page2_unknown_007.png,2,,ok,100.0,2600,834,415,390,2600,834,415,390,1970-01-01T00:00:00Z,0,[]
page2_unknown_008.png,2,,ok,100.0,2984,834,415,390,2984,834,415,390,1970-01-01T00:00:00Z,0,[]
page2_unknown_009.png,2,,ok,100.0,3366,834,415,390,3366,834,415,390,1970-01-01T00:00:00Z,0,[]
page2_unknown_010.png,2,,ok,100.0,3749,834,415,390,3749,834,415,390,1970-01-01T00:00:00Z,0,[]
