filename,page,code,status,confidence,x,y,w,h,padded_x,padded_y,padded_w,padded_h,timestamp,retries,warnings
page1_unknown_209.png,1,,warning,70.0,4702,6302,606,404,4702,6302,606,404,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page1_unknown_054.png,1,,ok,100.0,2943,2080,456,483,2943,2080,456,483,1970-01-01T00:00:00Z,0,[]
page1_unknown_055.png,1,,ok,100.0,1413,2085,444,470,1413,2085,444,470,1970-01-01T00:00:00Z,0,[]
page1_unknown_274.png,1,,ok,100.0,4131,8156,380,468,4131,8156,380,468,1970-01-01T00:00:00Z,0,[]
page1_unknown_275.png,1,,ok,100.0,4510,8156,380,468,4510,8156,380,468,1970-01-01T00:00:00Z,0,[]
page1_unknown_276.png,1,,ok,100.0,4893,8156,380,468,4893,8156,380,468,1970-01-01T00:00:00Z,0,[]
page1_unknown_277.png,1,,ok,100.0,5287,8156,380,468,5287,8156,380,468,1970-01-01T00:00:00Z,0,[]
page1_unknown_056.png,1,,warning,70.0,3735,2149,405,430,3735,2149,405,430,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page1_unknown_057.png,1,,warning,70.0,4118,2149,405,430,4118,2149,405,430,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page1_unknown_246.png,1,,ok,100.0,3735,7048,405,428,3735,7048,405,428,1970-01-01T00:00:00Z,0,[]
page1_unknown_290.png,1,,warning,70.0,2258,8665,348,497,2258,8665,348,497,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page1_unknown_192.png,1,,ok,100.0,2987,5764,368,462,2987,5764,368,462,1970-01-01T00:00:00Z,0,[]
page1_unknown_273.png,1,,ok,100.0,3794,8062,289,560,3794,8062,289,560,1970-01-01T00:00:00Z,0,[]
page1_unknown_006.png,1,,ok,100.0,3348,806,414,384,3348,806,414,384,1970-01-01T00:00:00Z,0,[]
page1_unknown_010.png,1,,ok,100.0,2581,855,414,384,2581,855,414,384,1970-01-01T00:00:00Z,0,[]
page1_unknown_204.png,1,,ok,100.0,3006,6219,331,471,3006,6219,331,471,1970-01-01T00:00:00Z,0,[]
page1_unknown_102.png,1,,ok,100.0,1478,3332,321,485,1478,3332,321,485,1970-01-01T00:00:00Z,0,[]
page1_unknown_191.png,1,,ok,100.0,3386,5754,337,458,3386,5754,337,458,1970-01-01T00:00:00Z,0,[]
page1_unknown_011.png,1,,warning,70.0,299,847,379,399,299,847,379,399,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page1_unknown_002.png,1,,warning,70.0,1450,733,377,398,1450,733,377,398,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page1_unknown_003.png,1,,warning,70.0,1834,733,377,398,1834,733,377,398,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page1_unknown_172.png,1,,warning,70.0,712,5254,321,458,712,5254,321,458,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page1_unknown_135.png,1,,warning,70.0,5693,4272,321,457,5693,4272,321,457,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page1_unknown_136.png,1,,warning,70.0,6077,4272,320,457,6077,4272,320,457,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page1_unknown_020.png,1,,warning,70.0,303,1301,372,392,303,1301,372,392,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page1_unknown_021.png,1,,warning,70.0,687,1301,372,392,687,1301,372,392,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
page1_unknown_251.png,1,,warning,70.0,2985,7065,372,391,2985,7065,372,391,1970-01-01T00:00:00Z,0,['object_touches_crop_edge']
